"year","state","election_date","start_date","end_date","poll_date","pollster","sample_size","poll_dem","poll_rep"
2016,"Connecticut",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",515,50,36
2016,"Tennessee",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",572,38,49
2016,"Indiana",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",688,35,48
2016,"Wisconsin",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",1351,43,41
2016,"Kentucky",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",366,29,60
2016,"Georgia",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",2235,44,47
2016,"Ohio",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",1951,40,45
2016,"Oregon",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",576,51,32
2016,"Arizona",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",1550,41,42
2016,"Texas",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",2148,40,47
2016,"Colorado",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",1595,44,38
2016,"Pennsylvania",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",2131,48,42
2016,"New York",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",1169,58,31
2016,"California",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",1923,54,31
2016,"North Carolina",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",1825,47,43
2016,"Michigan",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",1663,44,40
2016,"Florida",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",2765,47,44
2016,"Utah",2016-11-08,2016-10-17,2016-11-06,2016-10-27,"Ipsos",286,32.9,39.66
2016,"Arkansas",2016-11-08,2016-10-18,2016-10-25,2016-10-21,"University of Arkansas",585,31.3,51.1
2016,"Oklahoma",2016-11-08,2016-10-18,2016-10-20,2016-10-19,"SoonerPoll.com",530,29.6,59.6
2016,"South Dakota",2016-11-08,2016-10-18,2016-10-20,2016-10-19,"Mason-Dixon Polling & Research, Inc.",400,37,44
2016,"Wisconsin",2016-11-08,2016-10-18,2016-10-20,2016-10-19,"McLaughlin & Associates",600,48,43
2016,"Wisconsin",2016-11-08,2016-10-18,2016-10-19,2016-10-18,"Public Policy Polling",804,50,38
2016,"Wyoming",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",388,25,59
2016,"Pennsylvania",2016-11-08,2016-10-18,2016-10-25,2016-10-21,"Rasmussen Reports/Pulse Opinion Research",875,48,40
2016,"Ohio",2016-11-08,2016-10-18,2016-10-25,2016-10-21,"Rasmussen Reports/Pulse Opinion Research",875,41,44
2016,"North Carolina",2016-11-08,2016-10-18,2016-10-25,2016-10-21,"Rasmussen Reports/Pulse Opinion Research",875,46,43
2016,"Florida",2016-11-08,2016-10-18,2016-10-25,2016-10-21,"Rasmussen Reports/Pulse Opinion Research",875,45,44
2016,"District of Columbia",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",555,87,5
2016,"Delaware",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",581,53,34
2016,"North Dakota",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",372,31,52
2016,"Rhode Island",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",540,49,37
2016,"Montana",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",549,35,51
2016,"Alaska",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",462,31,46
2016,"Hawaii",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",504,49,33
2016,"Vermont",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",502,53,24
2016,"South Dakota",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",418,32,53
2016,"West Virginia",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",410,29,60
2016,"New Hampshire",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",861,49,35
2016,"New Mexico",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",1175,42,34
2016,"Mississippi",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",800,42,50
2016,"Idaho",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",500,29,49
2016,"Kansas",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",1842,36,48
2016,"Maryland",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",1046,62,27
2016,"Arkansas",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",570,34,53
2016,"Maine",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",410,52,35
2016,"Nevada",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",1041,44,44
2016,"South Carolina",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",2223,43,45
2016,"Nebraska",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",513,32,51
2016,"Missouri",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",797,37,49
2016,"Louisiana",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",435,38,53
2016,"Illinois",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",1274,52,34
2016,"Virginia",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",2739,48,39
2016,"Iowa",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",1337,41,44
2016,"Massachusetts",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",787,60,29
2016,"Utah",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",1069,29,32
2016,"Alabama",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",486,36,52
2016,"Oklahoma",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",573,31,55
2016,"New Jersey",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",703,53,35
2016,"Washington",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",782,51,34
2016,"Minnesota",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",671,47,37
2016,"Connecticut",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",614,51,36
2016,"Tennessee",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",644,38,50
2016,"Indiana",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",784,35,50
2016,"Wisconsin",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",1524,43,42
2016,"Georgia",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",2567,44,46
2016,"Kentucky",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",426,29,60
2016,"Ohio",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",2173,40,45
2016,"Arizona",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",1752,42,43
2016,"Oregon",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",660,52,33
2016,"Michigan",2016-11-08,2016-10-18,2016-10-18,2016-10-18,"Mitchell Research & Communications",1102,51,38
2016,"Pennsylvania",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",2506,48,42
2016,"Texas",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",2441,40,47
2016,"New York",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",1480,57,32
2016,"California",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",2358,54,31
2016,"Colorado",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",1800,45,38
2016,"North Carolina",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",2001,48,43
2016,"Michigan",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",1928,43,40
2016,"Florida",2016-11-08,2016-10-18,2016-10-26,2016-10-22,"SurveyMonkey",3193,47,44
2016,"Florida",2016-11-08,2016-10-19,2016-10-19,2016-10-19,"Associated Industries of Florida",1000,44,41
2016,"South Dakota",2016-11-08,2016-10-19,2016-10-21,2016-10-20,"Remington",1115,37,48
2016,"Vermont",2016-11-08,2016-10-19,2016-10-22,2016-10-20,"Braun Research",603,50,22
2016,"Louisiana",2016-11-08,2016-10-19,2016-10-21,2016-10-20,"Southern Media & Opinion Research",500,35,50
2016,"Florida",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"SurveyUSA",1251,48,45
2016,"New Hampshire",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Marist College",768,45,36
2016,"Iowa",2016-11-08,2016-10-20,2016-10-26,2016-10-23,"Quinnipiac University",791,44,44
2016,"Virginia",2016-11-08,2016-10-20,2016-10-26,2016-10-23,"Quinnipiac University",749,50,38
2016,"Nevada",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Marist College",707,43,43
2016,"Florida",2016-11-08,2016-10-20,2016-10-25,2016-10-22,"University of North Florida",819,43,39
2016,"Georgia",2016-11-08,2016-10-20,2016-10-26,2016-10-23,"Quinnipiac University",707,43,44
2016,"Maine",2016-11-08,2016-10-20,2016-10-25,2016-10-22,"University of New Hampshire",670,48,37
2016,"Nevada",2016-11-08,2016-10-20,2016-10-23,2016-10-21,"Bendixen & Amandi International",800,48,41
2016,"Minnesota",2016-11-08,2016-10-20,2016-10-22,2016-10-21,"Mason-Dixon Polling & Research, Inc.",625,47,39
2016,"Utah",2016-11-08,2016-10-20,2016-10-27,2016-10-23,"Dan Jones & Associates",823,24,32
2016,"Washington",2016-11-08,2016-10-20,2016-10-22,2016-10-21,"Elway Research",502,48,31
2016,"North Carolina",2016-11-08,2016-10-20,2016-10-23,2016-10-21,"Siena College",792,46,39
2016,"North Carolina",2016-11-08,2016-10-20,2016-10-23,2016-10-21,"Monmouth University",402,47,46
2016,"Pennsylvania",2016-11-08,2016-10-20,2016-10-26,2016-10-23,"Muhlenberg College",420,45,39
2016,"North Carolina",2016-11-08,2016-10-20,2016-10-26,2016-10-23,"Quinnipiac University",702,47,43
2016,"Georgia",2016-11-08,2016-10-20,2016-10-20,2016-10-20,"Opinion Savvy/InsiderAdvantage",570,46.1,50.1
2016,"Georgia",2016-11-08,2016-10-20,2016-10-20,2016-10-20,"Landmark Communications",600,43,47
2016,"Pennsylvania",2016-11-08,2016-10-20,2016-10-26,2016-10-23,"Rasmussen Reports/Pulse Opinion Research",875,47,40
2016,"North Carolina",2016-11-08,2016-10-20,2016-10-26,2016-10-23,"Rasmussen Reports/Pulse Opinion Research",875,46,44
2016,"Ohio",2016-11-08,2016-10-20,2016-10-26,2016-10-23,"Rasmussen Reports/Pulse Opinion Research",875,41,44
2016,"Florida",2016-11-08,2016-10-20,2016-10-26,2016-10-23,"Rasmussen Reports/Pulse Opinion Research",875,43,46
2016,"Colorado",2016-11-08,2016-10-20,2016-10-22,2016-10-21,"Remington",1581,45,43
2016,"Nevada",2016-11-08,2016-10-20,2016-10-22,2016-10-21,"Remington",1332,44,47
2016,"Nevada",2016-11-08,2016-10-20,2016-10-22,2016-10-21,"Rasmussen Reports/Pulse Opinion Research",826,46,42
2016,"Florida",2016-11-08,2016-10-20,2016-10-22,2016-10-21,"Remington",1646,46,46
2016,"Ohio",2016-11-08,2016-10-20,2016-10-22,2016-10-21,"Remington",1971,42,46
2016,"Pennsylvania",2016-11-08,2016-10-20,2016-10-22,2016-10-21,"Remington",1997,45,42
2016,"North Carolina",2016-11-08,2016-10-20,2016-10-22,2016-10-21,"Remington",1764,44,47
2016,"Wisconsin",2016-11-08,2016-10-20,2016-10-22,2016-10-21,"Remington",1795,46,41
2016,"Wyoming",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",375,24,60
2016,"Florida",2016-11-08,2016-10-20,2016-10-20,2016-10-20,"Opinion Savvy/InsiderAdvantage",538,49,45
2016,"Virginia",2016-11-08,2016-10-20,2016-10-22,2016-10-21,"Remington",1787,48,43
2016,"District of Columbia",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",487,87,5
2016,"Delaware",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",548,52,36
2016,"West Virginia",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",140,24.58,47.56
2016,"South Dakota",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",125,29.92,41.88
2016,"Rhode Island",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",518,48,37
2016,"North Dakota",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",333,31,54
2016,"Vermont",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",96,55.01,14.83
2016,"Alaska",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",448,33,45
2016,"Maine",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",101,46.47,26.61
2016,"Idaho",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",191,27.77,37.57
2016,"Hawaii",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",522,49,31
2016,"Alaska",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",86,37.32,33.15
2016,"Wyoming",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",92,20.8,52.8
2016,"Montana",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",490,35,51
2016,"Hawaii",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",72,46.73,27.11
2016,"Arkansas",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",206,36.72,38.33
2016,"Vermont",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",479,53,25
2016,"Rhode Island",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",60,46.65,28.26
2016,"District of Columbia",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",64,61.66,11.14
2016,"North Dakota",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",81,19.8,46.07
2016,"Oklahoma",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",252,30.59,40.34
2016,"Montana",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",165,27.82,38.99
2016,"Nevada",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",236,36.38,33.18
2016,"New Mexico",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",1141,43,35
2016,"New Hampshire",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",825,48,36
2016,"South Dakota",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",382,30,53
2016,"Mississippi",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",819,42,49
2016,"Nebraska",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",218,25.43,46.87
2016,"West Virginia",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",375,28,61
2016,"New Mexico",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",222,47.68,23.64
2016,"Louisiana",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",279,34.12,44.79
2016,"Mississippi",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",216,32.48,46.54
2016,"Nebraska",2016-11-08,2016-10-20,2016-11-03,2016-10-27,"Ipsos",213,31.38,53.13
2016,"Maine",2016-11-08,2016-10-20,2016-11-03,2016-10-27,"Ipsos",235,45.46,37.22
2016,"New Hampshire",2016-11-08,2016-10-20,2016-11-03,2016-10-27,"Ipsos",194,46.37,39.88
2016,"Idaho",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",467,29,48
2016,"West Virginia",2016-11-08,2016-10-20,2016-11-03,2016-10-27,"Ipsos",172,34.53,58.26
2016,"New Hampshire",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",56,29.52,38.1
2016,"Delaware",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",74,34.21,33.26
2016,"Idaho",2016-11-08,2016-10-20,2016-11-03,2016-10-27,"Ipsos",190,29.97,51.68
2016,"Mississippi",2016-11-08,2016-10-20,2016-11-03,2016-10-27,"Ipsos",168,34.24,53.55
2016,"New Mexico",2016-11-08,2016-10-20,2016-11-03,2016-10-27,"Ipsos",153,44.68,41.92
2016,"Kansas",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",281,36.26,32.61
2016,"Connecticut",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",340,43.34,31.95
2016,"Kansas",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",1619,36,47
2016,"Delaware",2016-11-08,2016-10-20,2016-11-03,2016-10-27,"Ipsos",122,44.71,33.84
2016,"Iowa",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",378,40.17,30.78
2016,"Montana",2016-11-08,2016-10-20,2016-11-03,2016-10-27,"Ipsos",107,33.5,51.55
2016,"Kentucky",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",344,33.81,36.79
2016,"South Carolina",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",322,30.14,40.94
2016,"Alabama",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",390,22.36,56.83
2016,"Oregon",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",403,48.72,25.47
2016,"Tennessee",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",375,27.65,43.8
2016,"Maryland",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",411,48.15,26
2016,"Nevada",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",1104,43,44
2016,"Maryland",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",923,62,27
2016,"Massachusetts",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",410,50.28,24.09
2016,"Maine",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",412,51,36
2016,"Colorado",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",611,40.48,26.21
2016,"South Carolina",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",2115,43,46
2016,"Arkansas",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",524,36,52
2016,"Georgia",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",468,34.06,40.4
2016,"Arizona",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",591,39.71,35.6
2016,"Minnesota",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",596,36.63,29.88
2016,"Washington",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",517,45.25,28.98
2016,"Missouri",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",602,34.99,36.54
2016,"Indiana",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",658,34.08,33.95
2016,"Virginia",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",546,43.11,31.39
2016,"Virginia",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",2518,49,39
2016,"Michigan",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",596,38.94,32.42
2016,"Nebraska",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",440,32,53
2016,"Utah",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",1080,30,33
2016,"Wisconsin",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",763,41.78,27.01
2016,"Louisiana",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",418,37,54
2016,"North Carolina",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",573,35.52,39.6
2016,"Missouri",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",721,37,48
2016,"Massachusetts",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",780,60,29
2016,"Illinois",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",1162,51,34
2016,"New Jersey",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",734,54,34
2016,"Alabama",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",479,36,53
2016,"Washington",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",793,52,34
2016,"New Jersey",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",813,43.94,28.62
2016,"Iowa",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",1177,41,44
2016,"Minnesota",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",694,47,37
2016,"Ohio",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",832,31.5,37.21
2016,"Oklahoma",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",528,30,57
2016,"Connecticut",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",568,51,38
2016,"Illinois",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",1053,37.07,30.39
2016,"Texas",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",1026,30.24,43.55
2016,"Indiana",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",740,36,50
2016,"Pennsylvania",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",839,39.02,38.79
2016,"Georgia",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",2433,44,45
2016,"New York",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",1630,57,32
2016,"New York",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",1089,43.97,29.08
2016,"Wisconsin",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",1338,43,42
2016,"Tennessee",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",565,38,51
2016,"Pennsylvania",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",2512,47,42
2016,"Arizona",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",1747,42,43
2016,"California",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",2431,54,31
2016,"Texas",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",2377,40,47
2016,"Ohio",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",1980,40,45
2016,"Oregon",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",658,50,35
2016,"Colorado",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",1731,45,38
2016,"California",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",1208,47.86,23.83
2016,"Kentucky",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",384,30,61
2016,"Florida",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",911,36.07,39.16
2016,"North Carolina",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",1797,48,43
2016,"Michigan",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",1787,44,41
2016,"Florida",2016-11-08,2016-10-20,2016-10-28,2016-10-24,"SurveyMonkey",3129,47,44
2016,"Utah",2016-11-08,2016-10-20,2016-10-24,2016-10-22,"Google Consumer Surveys",225,32.77,25.2
2016,"Florida",2016-11-08,2016-10-21,2016-10-24,2016-10-22,"Selzer & Company",805,43,45
2016,"Texas",2016-11-08,2016-10-21,2016-10-22,2016-10-21,"YouGov",1031,43,46
2016,"Idaho",2016-11-08,2016-10-21,2016-10-23,2016-10-22,"Emerson College",1023,23,52
2016,"Arizona",2016-11-08,2016-10-21,2016-10-24,2016-10-22,"Monmouth University",401,45,46
2016,"Alaska",2016-11-08,2016-10-21,2016-10-26,2016-10-23,"Craciun Research",400,47,43
2016,"Florida",2016-11-08,2016-10-21,2016-10-23,2016-10-22,"Florida Atlantic University",500,46.2,43.3
2016,"Arkansas",2016-11-08,2016-10-21,2016-10-21,2016-10-21,"Hendrix College",463,32.5,56
2016,"Florida",2016-11-08,2016-10-21,2016-10-22,2016-10-21,"YouGov",1042,46,43
2016,"North Carolina",2016-11-08,2016-10-21,2016-10-22,2016-10-21,"Public Policy Polling",875,47,44
2016,"Massachusetts",2016-11-08,2016-10-21,2016-11-02,2016-10-27,"Ipsos",610,50.89,33.42
2016,"Michigan",2016-11-08,2016-10-21,2016-10-27,2016-10-24,"Ipsos",335,41.34,37.11
2016,"Illinois",2016-11-08,2016-10-21,2016-10-27,2016-10-24,"Ipsos",475,55.55,34.57
2016,"Pennsylvania",2016-11-08,2016-10-21,2016-10-27,2016-10-24,"Ipsos",445,48.03,45.87
2016,"Ohio",2016-11-08,2016-10-21,2016-10-27,2016-10-24,"Ipsos",508,44.85,45.17
2016,"New York",2016-11-08,2016-10-21,2016-10-27,2016-10-24,"Ipsos",498,51.97,30.28
2016,"California",2016-11-08,2016-10-21,2016-10-27,2016-10-24,"Ipsos",712,65.14,26.16
2016,"Connecticut",2016-11-08,2016-10-21,2016-11-03,2016-10-27,"Ipsos",347,48.95,41.48
2016,"South Carolina",2016-11-08,2016-10-21,2016-11-03,2016-10-27,"Ipsos",245,44.27,49.19
2016,"Missouri",2016-11-08,2016-10-21,2016-11-03,2016-10-27,"Ipsos",409,40.06,48.67
2016,"Alabama",2016-11-08,2016-10-21,2016-11-03,2016-10-27,"Ipsos",316,38.37,55.07
2016,"Kentucky",2016-11-08,2016-10-21,2016-11-03,2016-10-27,"Ipsos",378,36.01,59.44
2016,"Texas",2016-11-08,2016-10-21,2016-10-27,2016-10-24,"Ipsos",504,33.95,48.36
2016,"Oregon",2016-11-08,2016-10-21,2016-11-03,2016-10-27,"Ipsos",454,46.76,38.13
2016,"Maryland",2016-11-08,2016-10-21,2016-11-03,2016-10-27,"Ipsos",455,53.26,35.12
2016,"Colorado",2016-11-08,2016-10-21,2016-11-03,2016-10-27,"Ipsos",547,47.59,42.23
2016,"Tennessee",2016-11-08,2016-10-21,2016-11-03,2016-10-27,"Ipsos",519,35.18,49.82
