"state","year","election_date","start_date","end_date","poll_date","pollster","sample_size","poll_dem","poll_rep","real_dem","real_rep","candidate","logp","id","row_id","Abbrev","week"
"Louisiana","2016","2016-11-08","2016-10-07","2016-10-27",2016-10-17,"Ipsos",411,34,52.56,38.5,58.1,"R",-0.10021028968151,184,4306,"LA",4
"Oklahoma","2016","2016-11-08","2016-10-07","2016-10-27",2016-10-17,"Ipsos",371,35.68,52.33,28.9,65.3,"R",-0.221422215898269,185,4307,"OK",4
"West Virginia","2016","2016-11-08","2016-10-07","2016-10-27",2016-10-17,"Ipsos",145,36.53,55.79,26.4,68.5,"R",-0.205239103410743,186,4308,"WV",4
"Pennsylvania","2016","2016-11-08","2016-10-07","2016-10-13",2016-10-10,"Ipsos",1153,46.13,41.91,47.5,48.2,"R",-0.139834559119575,187,4309,"PA",5
"Missouri","2016","2016-11-08","2016-10-07","2016-10-20",2016-10-13,"Ipsos",321,37.03,48.14,38.1,56.8,"R",-0.16542289337218,188,4310,"MO",4
"Maryland","2016","2016-11-08","2016-10-07","2016-10-20",2016-10-13,"Ipsos",369,53.03,28.62,60.3,33.9,"R",-0.1693092402581,189,4311,"MD",4
"Tennessee","2016","2016-11-08","2016-10-07","2016-10-20",2016-10-13,"Ipsos",433,34.69,44.35,34.7,60.7,"R",-0.313830989309864,190,4312,"TN",4
"Washington","2016","2016-11-08","2016-10-07","2016-10-20",2016-10-13,"Ipsos",488,46.14,42.36,52.5,36.8,"R",0.140706675558321,191,4313,"WA",4
"Mississippi","2016","2016-11-08","2016-10-07","2016-10-27",2016-10-17,"Ipsos",161,33.21,51.84,40.1,57.9,"R",-0.11055533253493,192,4314,"MS",4
"Nebraska","2016","2016-11-08","2016-10-07","2016-10-27",2016-10-17,"Ipsos",196,35.45,49.98,33.7,58.7,"R",-0.160816801427245,193,4315,"NE",4
"Colorado","2016","2016-11-08","2016-10-07","2016-10-20",2016-10-13,"Ipsos",445,45.01,41.24,48.2,43.3,"R",-0.0487439758596849,194,4316,"CO",4
"Indiana","2016","2016-11-08","2016-10-07","2016-10-20",2016-10-13,"Ipsos",354,38.42,49.04,37.9,56.8,"R",-0.14690003409915,195,4317,"IN",4
"Minnesota","2016","2016-11-08","2016-10-07","2016-10-20",2016-10-13,"Ipsos",499,44.14,32.36,46.4,44.9,"R",-0.327514702557918,196,4318,"MN",4
"Wisconsin","2016","2016-11-08","2016-10-07","2016-10-20",2016-10-13,"Ipsos",470,45.38,41.86,46.5,47.2,"R",-0.120063175573656,197,4319,"WI",4
"Massachusetts","2016","2016-11-08","2016-10-07","2016-10-20",2016-10-13,"Ipsos",476,57,25.36,60,32.8,"R",-0.257255385821073,198,4320,"MA",4
"Georgia","2016","2016-11-08","2016-10-07","2016-10-20",2016-10-13,"Ipsos",523,40.91,49.4,45.6,50.8,"R",-0.0279459303905593,199,4321,"GA",4
"New Jersey","2016","2016-11-08","2016-10-07","2016-10-20",2016-10-13,"Ipsos",795,52.66,31.71,55,41,"R",-0.256939978154052,200,4322,"NJ",4
"Virginia","2016","2016-11-08","2016-10-07","2016-10-20",2016-10-13,"Ipsos",685,49.04,37.04,49.7,44.4,"R",-0.1812410596602,201,4323,"VA",4
"Illinois","2016","2016-11-08","2016-10-07","2016-10-13",2016-10-10,"Ipsos",409,60.31,27.44,55.8,38.8,"R",-0.346418443771543,202,4324,"IL",5
"New York","2016","2016-11-08","2016-10-07","2016-10-13",2016-10-10,"Ipsos",434,52.61,26.67,59,36.5,"R",-0.313772922394523,203,4325,"NY",5
"Florida","2016","2016-11-08","2016-10-07","2016-10-13",2016-10-10,"Ipsos",1019,47.57,41.81,47.8,49,"R",-0.158684752742153,204,4326,"FL",5
"Texas","2016","2016-11-08","2016-10-07","2016-10-13",2016-10-10,"Ipsos",422,31.57,57,43.2,52.2,"R",0.087968772945957,205,4327,"TX",5
"California","2016","2016-11-08","2016-10-07","2016-10-13",2016-10-10,"Ipsos",553,65.89,22.37,61.7,31.6,"R",-0.345436345090828,206,4328,"CA",5
"Ohio","2016","2016-11-08","2016-10-07","2016-10-13",2016-10-10,"Ipsos",1490,42.15,42.98,43.6,51.7,"R",-0.184722890300019,207,4329,"OH",5
"Utah","2016","2016-11-08","2016-10-07","2016-10-27",2016-10-17,"Ipsos",244,30.54,44.17,27.5,45.5,"R",-0.0296665003484696,208,4330,"UT",4
"New Mexico","2016","2016-11-08","2016-10-08","2016-10-16",2016-10-12,"SurveyMonkey",889,41,33,48.3,40,"R",-0.192371892647456,209,4331,"NM",4
"New Hampshire","2016","2016-11-08","2016-10-08","2016-10-16",2016-10-12,"SurveyMonkey",569,47,36,47,46.6,"R",-0.25808160267549,210,4332,"NH",4
"Nevada","2016","2016-11-08","2016-10-08","2016-10-16",2016-10-12,"SurveyMonkey",884,40,44,47.9,45.5,"R",-0.0335226920386436,211,4333,"NV",4
"Iowa","2016","2016-11-08","2016-10-08","2016-10-16",2016-10-12,"SurveyMonkey",1135,40,45,41.7,51.2,"R",-0.129077042275142,212,4334,"IA",4
"Virginia","2016","2016-11-08","2016-10-08","2016-10-16",2016-10-12,"SurveyMonkey",1644,49,38,49.7,44.4,"R",-0.155653309711793,213,4335,"VA",4
"Wisconsin","2016","2016-11-08","2016-10-08","2016-10-16",2016-10-12,"SurveyMonkey",1076,43,38,46.5,47.2,"R",-0.216807732865124,214,4336,"WI",4
"Ohio","2016","2016-11-08","2016-10-08","2016-10-16",2016-10-12,"SurveyMonkey",1307,41,44,43.6,51.7,"R",-0.161268147596122,215,4337,"OH",4
"Arizona","2016","2016-11-08","2016-10-08","2016-10-16",2016-10-12,"SurveyMonkey",1028,41,44,45.1,48.7,"R",-0.101489396170283,216,4338,"AZ",4
"Pennsylvania","2016","2016-11-08","2016-10-08","2016-10-16",2016-10-12,"SurveyMonkey",1449,46,40,47.5,48.2,"R",-0.186479566942618,217,4339,"PA",4
"Texas","2016","2016-11-08","2016-10-08","2016-10-16",2016-10-12,"SurveyMonkey",1332,42,44,43.2,52.2,"R",-0.170892860970332,218,4340,"TX",4
"Michigan","2016","2016-11-08","2016-10-08","2016-10-16",2016-10-12,"SurveyMonkey",1331,45,37,47.3,47.5,"R",-0.249811798396371,219,4341,"MI",4
"Colorado","2016","2016-11-08","2016-10-08","2016-10-16",2016-10-12,"SurveyMonkey",956,44,37,48.2,43.3,"R",-0.15723472236422,220,4342,"CO",4
"North Carolina","2016","2016-11-08","2016-10-08","2016-10-16",2016-10-12,"SurveyMonkey",1191,46,40,46.2,49.8,"R",-0.219135529916671,221,4343,"NC",4
"Georgia","2016","2016-11-08","2016-10-08","2016-10-16",2016-10-12,"SurveyMonkey",886,45,41,45.6,50.8,"R",-0.214324287880128,222,4344,"GA",4
"Florida","2016","2016-11-08","2016-10-08","2016-10-16",2016-10-12,"SurveyMonkey",1702,43,45,47.8,49,"R",-0.0851578083403068,223,4345,"FL",4
"Ohio","2016","2016-11-08","2016-10-09","2016-10-11",2016-10-10,"Baldwin Wallace University",1152,43.2,34.4,43.6,51.7,"R",-0.407401217135031,224,4346,"OH",5
"Missouri","2016","2016-11-08","2016-10-09","2016-10-11",2016-10-10,"Monmouth University",406,41,46,38.1,56.8,"R",-0.210894929238011,225,4347,"MO",5
"Utah","2016","2016-11-08","2016-10-09","2016-10-09",2016-10-09,"Google Consumer Surveys",500,22.8,22.6,27.5,45.5,"R",-0.699762419678664,226,4348,"UT",5
"Missouri","2016","2016-11-08","2016-10-09","2016-10-11",2016-10-10,"Remington Research Group",2171,42,47,38.1,56.8,"R",-0.189388724017047,227,4349,"MO",5
"Montana","2016","2016-11-08","2016-10-10","2016-10-12",2016-10-11,"Mason-Dixon Polling & Research, Inc.",1003,36,46,35.8,56.2,"R",-0.20027536041055,228,4350,"MT",5
"North Carolina","2016","2016-11-08","2016-10-10","2016-10-15",2016-10-12,"CNN/Opinion Research Corp.",788,48,47,46.2,49.8,"R",-0.0578673823205486,229,4351,"NC",4
"Ohio","2016","2016-11-08","2016-10-10","2016-10-15",2016-10-12,"CNN/Opinion Research Corp.",774,44,48,43.6,51.7,"R",-0.0742567706064926,230,4352,"OH",4
"Ohio","2016","2016-11-08","2016-10-10","2016-10-12",2016-10-11,"Marist College",724,41,42,43.6,51.7,"R",-0.207788163231015,231,4353,"OH",5
"Colorado","2016","2016-11-08","2016-10-10","2016-10-16",2016-10-13,"Quinnipiac University",685,45,37,48.2,43.3,"R",-0.15723472236422,232,4354,"CO",4
"Texas","2016","2016-11-08","2016-10-10","2016-10-12",2016-10-11,"SurveyUSA",638,43,47,43.2,52.2,"R",-0.104934893178535,233,4355,"TX",5
"Oregon","2016","2016-11-08","2016-10-10","2016-10-12",2016-10-11,"SurveyUSA",654,48,38,50.1,39.1,"R",-0.0285363072649344,234,4356,"OR",5
"Nevada","2016","2016-11-08","2016-10-10","2016-10-11",2016-10-10,"Clarity Campaign Labs",1010,43,43,47.9,45.5,"R",-0.0565122102633423,235,4357,"NV",5
"Arizona","2016","2016-11-08","2016-10-10","2016-10-15",2016-10-12,"Arizona State University",713,43.4,37.8,45.1,48.7,"R",-0.253369927463002,236,4358,"AZ",4
"North Carolina","2016","2016-11-08","2016-10-10","2016-10-12",2016-10-11,"Marist College",743,45,41,46.2,49.8,"R",-0.194442917326299,237,4359,"NC",5
"Indiana","2016","2016-11-08","2016-10-10","2016-10-16",2016-10-13,"Ball State University",544,37,43,37.9,56.8,"R",-0.278336210033543,238,4360,"IN",4
"Michigan","2016","2016-11-08","2016-10-10","2016-10-11",2016-10-10,"Glengariff Group",600,42.2,30.6,47.3,47.5,"R",-0.43972970208226,239,4361,"MI",5
"Pennsylvania","2016","2016-11-08","2016-10-10","2016-10-16",2016-10-13,"Quinnipiac University",660,47,41,47.5,48.2,"R",-0.161786954352247,240,4362,"PA",4
"North Carolina","2016","2016-11-08","2016-10-10","2016-10-12",2016-10-11,"Suffolk University",500,44.8,43.4,46.2,49.8,"R",-0.137555542924248,241,4363,"NC",5
"Utah","2016","2016-11-08","2016-10-10","2016-10-12",2016-10-11,"Monmouth University",403,28,34,27.5,45.5,"R",-0.291351801340743,242,4364,"UT",5
"Ohio","2016","2016-11-08","2016-10-10","2016-10-16",2016-10-13,"Quinnipiac University",624,45,45,43.6,51.7,"R",-0.138795291744064,243,4365,"OH",4
"Nevada","2016","2016-11-08","2016-10-10","2016-10-15",2016-10-12,"CNN/Opinion Research Corp.",698,46,44,47.9,45.5,"R",-0.0335226920386436,244,4366,"NV",4
"Nevada","2016","2016-11-08","2016-10-10","2016-10-11",2016-10-10,"Public Policy Polling",986,47,43,47.9,45.5,"R",-0.0565122102633423,245,4367,"NV",5
"New Hampshire","2016","2016-11-08","2016-10-10","2016-10-12",2016-10-11,"MassINC Polling Group",501,41,38,47,46.6,"R",-0.204014381405214,246,4368,"NH",5
"North Carolina","2016","2016-11-08","2016-10-10","2016-10-12",2016-10-11,"Emerson College",600,46,42,46.2,49.8,"R",-0.170345365747239,247,4369,"NC",5
"Virginia","2016","2016-11-08","2016-10-10","2016-10-12",2016-10-11,"Emerson College",600,46,43,49.7,44.4,"R",-0.0320393537446167,248,4370,"VA",5
"Florida","2016","2016-11-08","2016-10-10","2016-10-16",2016-10-13,"Quinnipiac University",660,48,44,47.8,49,"R",-0.107630664192365,249,4371,"FL",4
"Utah","2016","2016-11-08","2016-10-10","2016-10-11",2016-10-10,"Y2 Analytics",500,26,26,27.5,45.5,"R",-0.559615787935423,250,4372,"UT",5
"Nevada","2016","2016-11-08","2016-10-10","2016-10-13",2016-10-11,"JMC Enterprises",600,43,41,47.9,45.5,"R",-0.104140259252597,251,4373,"NV",5
"Ohio","2016","2016-11-08","2016-10-10","2016-10-12",2016-10-11,"Emerson College",600,45,43,43.6,51.7,"R",-0.184257665820821,252,4374,"OH",5
"Florida","2016","2016-11-08","2016-10-10","2016-10-11",2016-10-10,"Opinion Savvy/InsiderAdvantage",533,46.9,44.1,47.8,49,"R",-0.105360515657826,253,4375,"FL",5
"District of Columbia","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",62,58.06,21.25,90.5,4.1,"R",1.64536992166016,254,4376,"DC",4
"New Hampshire","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",71,47.86,23.29,47,46.6,"R",-0.693576457235351,255,4377,"NH",4
"North Dakota","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",72,17.11,41.53,27.2,63,"R",-0.41671866874887,256,4378,"ND",4
"Hawaii","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",66,51.35,20.4,62.2,30,"R",-0.385662480811985,257,4379,"HI",4
"West Virginia","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",115,23.1,58.73,26.4,68.5,"R",-0.153883075733752,258,4380,"WV",4
"Delaware","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",93,41.18,28.45,53.1,41.7,"R",-0.382352968232416,259,4381,"DE",4
"Vermont","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",71,65.93,10.76,56.7,30.3,"R",-1.03531215778169,260,4382,"VT",4
"South Dakota","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",91,28.56,38.29,31.7,61.5,"R",-0.473848409323269,261,4383,"SD",4
"Alaska","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",71,34.6,29.98,36.6,51.3,"R",-0.537160259502272,262,4384,"AK",4
"Maine","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",82,42.77,25.71,47.8,44.9,"R",-0.55755777347041,263,4385,"ME",4
"Rhode Island","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",45,57.33,13.05,54.4,38.9,"R",-1.0922061168557,264,4386,"RI",4
"Wyoming","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",61,16.58,51.9,21.6,67.4,"R",-0.261326227746419,265,4387,"WY",4
"Idaho","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",161,23.38,33.65,27.5,59.3,"R",-0.566596249912943,266,4388,"ID",4
"Montana","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",141,27.78,28.31,35.8,56.2,"R",-0.685701657775837,267,4389,"MT",4
"Nevada","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",253,33.6,35.34,47.9,45.5,"R",-0.252696859065354,268,4390,"NV",4
"Arkansas","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",189,34.43,38.13,33.7,60.6,"R",-0.463293519205796,269,4391,"AR",4
"Nebraska","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",217,27.82,40.76,33.7,58.7,"R",-0.364738518479527,270,4392,"NE",4
"Mississippi","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",212,22.04,53.32,40.1,57.9,"R",-0.0824058892684416,271,4393,"MS",4
"Oklahoma","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",216,33.66,44.49,28.9,65.3,"R",-0.383727591464435,272,4394,"OK",4
"New Mexico","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",214,40.3,22.32,48.3,40,"R",-0.583396316600826,273,4395,"NM",4
"Louisiana","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",280,25.82,49.54,38.5,58.1,"R",-0.159385239796652,274,4396,"LA",4
"Kansas","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",264,45.87,26.74,36.1,56.7,"R",-0.751613639059909,275,4397,"KS",4
"Tennessee","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",406,31.08,43,34.7,60.7,"R",-0.34474358237189,276,4398,"TN",4
"South Carolina","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",344,29.99,44.27,40.7,54.9,"R",-0.215206101771435,277,4399,"SC",4
"Kentucky","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",328,29.49,41.89,32.7,62.5,"R",-0.400119421783412,278,4400,"KY",4
"Iowa","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",359,32.59,35.59,41.7,51.2,"R",-0.363674832523361,279,4401,"IA",4
"Alabama","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",373,19.61,54.78,34.4,62.1,"R",-0.125420825104501,280,4402,"AL",4
"Connecticut","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",262,48.96,27.69,54.6,40.9,"R",-0.390058725865885,281,4403,"CT",4
"Massachusetts","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",421,52.83,18.93,60,32.8,"R",-0.549680550168867,282,4404,"MA",4
"Oregon","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",358,43.67,24.5,50.1,39.1,"R",-0.467449349440639,283,4405,"OR",4
"Maryland","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",349,47.49,24.96,60.3,33.9,"R",-0.306140470885178,284,4406,"MD",4
"Georgia","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",489,30.22,41.25,45.6,50.8,"R",-0.208245241803746,285,4407,"GA",4
"Washington","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",571,43.16,26.71,52.5,36.8,"R",-0.320459818053016,286,4408,"WA",4
"Minnesota","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",597,35.74,30.31,46.4,44.9,"R",-0.392960103678497,287,4409,"MN",4
"Missouri","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",608,37.93,26.95,38.1,56.8,"R",-0.745553028372099,288,4410,"MO",4
"Indiana","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",665,38.24,32.72,37.9,56.8,"R",-0.551549813992559,289,4411,"IN",4
"Virginia","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",530,40.76,28.22,49.7,44.4,"R",-0.453208523013511,290,4412,"VA",4
"Colorado","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",496,42.95,23.66,48.2,43.3,"R",-0.604366776458203,291,4413,"CO",4
"Arizona","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",519,40.02,30.69,45.1,48.7,"R",-0.461742161456899,292,4414,"AZ",4
"Michigan","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",581,33.6,33.62,47.3,47.5,"R",-0.345608583060126,293,4415,"MI",4
"North Carolina","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",559,35.61,38.39,46.2,49.8,"R",-0.260217975017901,294,4416,"NC",4
"Wisconsin","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",669,42.17,27.33,46.5,47.2,"R",-0.546408892651533,295,4417,"WI",4
"Ohio","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",782,34.87,35.98,43.6,51.7,"R",-0.362494552991997,296,4418,"OH",4
"Pennsylvania","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",717,38.86,36.06,47.5,48.2,"R",-0.290174803281383,297,4419,"PA",4
"New Jersey","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",658,39.82,32.04,55,41,"R",-0.246586944504149,298,4420,"NJ",4
"Texas","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",978,29.79,41.49,43.2,52.2,"R",-0.229630060543817,299,4421,"TX",4
"Illinois","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",930,36.05,32.23,55.8,38.8,"R",-0.185522550801881,300,4422,"IL",4
"Florida","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",964,36.93,39.19,47.8,49,"R",-0.223398685899087,301,4423,"FL",4
"New York","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",912,47.36,27.7,59,36.5,"R",-0.275879847395153,302,4424,"NY",4
"California","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",1166,48.27,26.89,61.7,31.6,"R",-0.161402650312093,303,4425,"CA",4
"Utah","2016","2016-11-08","2016-10-10","2016-10-14",2016-10-12,"Google Consumer Surveys",261,15.11,21.41,27.5,45.5,"R",-0.753854223355313,304,4426,"UT",4
"Kansas","2016","2016-11-08","2016-10-11","2016-10-15",2016-10-13,"SurveyUSA",581,36,47,36.1,56.7,"R",-0.187626609023648,305,4427,"KS",4
"Nevada","2016","2016-11-08","2016-10-11","2016-10-12",2016-10-11,"Public Opinion Strategies",600,45,39,47.9,45.5,"R",-0.154150679827258,306,4428,"NV",5
"Alaska","2016","2016-11-08","2016-10-11","2016-10-13",2016-10-12,"Lake Research Partners",500,36,37,36.6,51.3,"R",-0.326772839532499,307,4429,"AK",4
"Louisiana","2016","2016-11-08","2016-10-11","2016-10-15",2016-10-13,"JMC Enterprises",800,38,45,38.5,58.1,"R",-0.255503174087546,308,4430,"LA",4
"Indiana","2016","2016-11-08","2016-10-11","2016-10-13",2016-10-12,"Monmouth University",402,41,45,37.9,56.8,"R",-0.232873835956786,309,4431,"IN",4
"New Hampshire","2016","2016-11-08","2016-10-11","2016-10-17",2016-10-14,"University of New Hampshire",755,49,34,47,46.6,"R",-0.315240016515439,310,4432,"NH",4
"Georgia","2016","2016-11-08","2016-10-11","2016-10-12",2016-10-11,"Landmark Communications",1400,42.3,47.8,45.6,50.8,"R",-0.0608707150870259,311,4433,"GA",5
"Florida","2016","2016-11-08","2016-10-11","2016-10-13",2016-10-12,"Gravis Marketing",1799,46,42,47.8,49,"R",-0.154150679827258,312,4434,"FL",4
"Virginia","2016","2016-11-08","2016-10-11","2016-10-14",2016-10-12,"Christopher Newport University",809,44,29,49.7,44.4,"R",-0.425943639451705,313,4435,"VA",4
"Arizona","2016","2016-11-08","2016-10-11","2016-10-12",2016-10-11,"Data Orbital",550,43,42,45.1,48.7,"R",-0.148009411805176,314,4436,"AZ",5
"New Mexico","2016","2016-11-08","2016-10-11","2016-10-11",2016-10-11,"Zia Poll",1536,46,36,48.3,40,"R",-0.105360515657826,315,4437,"NM",5
"Michigan","2016","2016-11-08","2016-10-11","2016-10-11",2016-10-11,"Mitchell Research & Communications",1429,47,37,47.3,47.5,"R",-0.249811798396371,316,4438,"MI",5
"Nevada","2016","2016-11-08","2016-10-12","2016-10-14",2016-10-13,"YouGov",996,46,40,47.9,45.5,"R",-0.128832871842968,317,4439,"NV",4
"Virginia","2016","2016-11-08","2016-10-12","2016-10-15",2016-10-13,"Tarrance Group",500,47,38,49.7,44.4,"R",-0.155653309711793,318,4440,"VA",4
"West Virginia","2016","2016-11-08","2016-10-12","2016-10-17",2016-10-14,"Global Strategy Group",601,31,58,26.4,68.5,"R",-0.16639073472176,319,4441,"WV",4
"Florida","2016","2016-11-08","2016-10-12","2016-10-13",2016-10-12,"Public Policy Polling",985,46,42,47.8,49,"R",-0.154150679827258,320,4442,"FL",4
"New Jersey","2016","2016-11-08","2016-10-12","2016-10-16",2016-10-14,"Fairleigh Dickinson University (PublicMind)",293,49,35,55,41,"R",-0.158224005214894,321,4443,"NJ",4
"Utah","2016","2016-11-08","2016-10-12","2016-10-14",2016-10-13,"YouGov",951,20,37,27.5,45.5,"R",-0.20679441331268,322,4444,"UT",4
"Kentucky","2016","2016-11-08","2016-10-12","2016-10-14",2016-10-13,"Google Consumer Surveys",816,28.4,31.8,32.7,62.5,"R",-0.675700266956225,323,4445,"KY",4
"Utah","2016","2016-11-08","2016-10-12","2016-10-18",2016-10-15,"Dan Jones & Associates",818,25,30,27.5,45.5,"R",-0.416514944294749,324,4446,"UT",4
"Colorado","2016","2016-11-08","2016-10-12","2016-10-13",2016-10-12,"Magellan Strategies",500,40,35,48.2,43.3,"R",-0.21280457351903,325,4447,"CO",4
"Colorado","2016","2016-11-08","2016-10-12","2016-10-13",2016-10-12,"Gravis Marketing",1226,44,39,48.2,43.3,"R",-0.104590988878798,326,4448,"CO",4
"Wisconsin","2016","2016-11-08","2016-10-13","2016-10-16",2016-10-14,"St. Norbert College",664,47,39,46.5,47.2,"R",-0.190832246461863,327,4449,"WI",4
"California","2016","2016-11-08","2016-10-13","2016-10-15",2016-10-14,"SurveyUSA",725,56,30,61.7,31.6,"R",-0.0519597389307111,328,4450,"CA",4
"Massachusetts","2016","2016-11-08","2016-10-13","2016-10-16",2016-10-14,"MassINC Polling Group",502,54,28,60,32.8,"R",-0.158224005214894,329,4451,"MA",4
"New York","2016","2016-11-08","2016-10-13","2016-10-17",2016-10-15,"Siena College",611,54,30,59,36.5,"R",-0.196114878926291,330,4452,"NY",4
"Illinois","2016","2016-11-08","2016-10-13","2016-10-13",2016-10-13,"Illinois Public Opinion Strategies",644,50,31.5,55.8,38.8,"R",-0.20843270079764,331,4453,"IL",4
"Nebraska","2016","2016-11-08","2016-10-13","2016-11-02",2016-10-23,"Ipsos",328,31.34,52.38,33.7,58.7,"R",-0.113914887754485,332,4454,"NE",3
"Mississippi","2016","2016-11-08","2016-10-13","2016-11-02",2016-10-23,"Ipsos",261,31.66,56.41,40.1,57.9,"R",-0.0260709368270649,333,4455,"MS",3
"Pennsylvania","2016","2016-11-08","2016-10-13","2016-10-20",2016-10-16,"Rasmussen Reports/Pulse Opinion Research",875,44,41,47.5,48.2,"R",-0.161786954352247,334,4456,"PA",4
"Ohio","2016","2016-11-08","2016-10-13","2016-10-20",2016-10-16,"Rasmussen Reports/Pulse Opinion Research",875,42,43,43.6,51.7,"R",-0.184257665820821,335,4457,"OH",4
"North Carolina","2016","2016-11-08","2016-10-13","2016-10-20",2016-10-16,"Rasmussen Reports/Pulse Opinion Research",875,46,41,46.2,49.8,"R",-0.194442917326299,336,4458,"NC",4
"Florida","2016","2016-11-08","2016-10-13","2016-10-20",2016-10-16,"Rasmussen Reports/Pulse Opinion Research",875,47,41,47.8,49,"R",-0.178248231406319,337,4459,"FL",4
"California","2016","2016-11-08","2016-10-14","2016-10-23",2016-10-18,"Public Policy Institute of California",1024,54,28,61.7,31.6,"R",-0.120952610417663,338,4460,"CA",4
"North Carolina","2016","2016-11-08","2016-10-14","2016-10-17",2016-10-15,"National Research Inc.",600,44,42,46.2,49.8,"R",-0.170345365747239,339,4461,"NC",4
"North Carolina","2016","2016-11-08","2016-10-14","2016-10-16",2016-10-15,"SurveyUSA",651,46,44,46.2,49.8,"R",-0.123825350112346,340,4462,"NC",4
"Nevada","2016","2016-11-08","2016-10-14","2016-10-17",2016-10-15,"Monmouth University",413,47,40,47.9,45.5,"R",-0.128832871842968,341,4463,"NV",4
"Tennessee","2016","2016-11-08","2016-10-14","2016-10-17",2016-10-15,"icitizen",508,34,44,34.7,60.7,"R",-0.321754064147191,342,4464,"TN",4
"Arizona","2016","2016-11-08","2016-10-14","2016-10-14",2016-10-14,"HighGround Inc.",400,38.5,36.5,45.1,48.7,"R",-0.288366769500098,343,4465,"AZ",4
